0.929025424,0.938559322,0.945974576,0.949152542
0.938559322,0.945974576,0.949152542,0.954449153
0.945974576,0.949152542,0.954449153,0.955508475
0.949152542,0.954449153,0.955508475,0.960805085
0.954449153,0.955508475,0.960805085,0.965042373
0.955508475,0.960805085,0.965042373,0.970338983
0.960805085,0.965042373,0.970338983,0.972457627
0.965042373,0.970338983,0.972457627,0.983050847
0.970338983,0.972457627,0.983050847,0.978813559
0.972457627,0.983050847,0.978813559,0.979872881
0.983050847,0.978813559,0.979872881,0.983050847
0.978813559,0.979872881,0.983050847,0.981991525
0.979872881,0.983050847,0.981991525,0.980932203
0.983050847,0.981991525,0.980932203,0.980932203
0.981991525,0.980932203,0.980932203,0.984110169
0.980932203,0.980932203,0.984110169,0.984110169
0.980932203,0.984110169,0.984110169,0.979872881
0.984110169,0.984110169,0.979872881,0.983050847
0.984110169,0.979872881,0.983050847,0.980932203
0.979872881,0.983050847,0.980932203,0.976694915
0.983050847,0.980932203,0.976694915,0.972457627
0.980932203,0.976694915,0.972457627,0.962923729
0.976694915,0.972457627,0.962923729,0.952330508
0.972457627,0.962923729,0.952330508,0.943855932
0.962923729,0.952330508,0.943855932,0.935381356
0.952330508,0.943855932,0.935381356,0.930084746
0.943855932,0.935381356,0.930084746,0.918432203
0.935381356,0.930084746,0.918432203,0.907838983
0.930084746,0.918432203,0.907838983,0.896186441
0.918432203,0.907838983,0.896186441,0.882415254
0.907838983,0.896186441,0.882415254,0.873940678
0.896186441,0.882415254,0.873940678,0.854872881
0.882415254,0.873940678,0.854872881,0.840042373
0.873940678,0.854872881,0.840042373,0.831567797
0.854872881,0.840042373,0.831567797,0.818855932
0.840042373,0.831567797,0.818855932,0.8125
0.831567797,0.818855932,0.8125,0.802966102
0.818855932,0.8125,0.802966102,0.795550847
0.8125,0.802966102,0.795550847,0.789194915
0.802966102,0.795550847,0.789194915,0.780720339
0.795550847,0.789194915,0.780720339,0.774364407
0.789194915,0.780720339,0.774364407,0.765889831
0.780720339,0.774364407,0.765889831,0.761652542
0.774364407,0.765889831,0.761652542,0.759533898
0.765889831,0.761652542,0.759533898,0.75529661
0.761652542,0.759533898,0.75529661,0.753177966
0.759533898,0.75529661,0.753177966,0.75529661
0.75529661,0.753177966,0.75529661,0.758474576
0.753177966,0.75529661,0.758474576,0.75
0.75529661,0.758474576,0.75,0.753177966
0.758474576,0.75,0.753177966,0.752118644
0.75,0.753177966,0.752118644,0.757415254
